Time,Extension,Load
(s),(mm),(N)
"2.12000","1.03468","1.14861"
"2.12300","1.03621","1.14977"
"2.12600","1.03776","1.15114"
"2.12900","1.03930","1.15258"
"2.13200","1.04085","1.15408"
"2.13400","1.04188","1.15514"
"2.13600","1.04291","1.15628"
"2.13800","1.04394","1.15741"
"2.14000","1.04497","1.15846"
"2.14300","1.04651","1.15992"
"2.14600","1.04802","1.16135"
"2.14800","1.04903","1.16237"
"2.15000","1.05002","1.16349"
"2.15200","1.05099","1.16461"
"2.15400","1.05196","1.16566"
"2.15600","1.05292","1.16669"
"2.15800","1.05387","1.16779"
"2.16000","1.05480","1.16891"
"2.16200","1.05573","1.16999"
"2.16400","1.05665","1.17106"
"2.16600","1.05756","1.17215"
"2.16800","1.05847","1.17329"
"2.17000","1.05938","1.17439"
"2.17200","1.06029","1.17548"
"2.17400","1.06120","1.17652"
"2.17600","1.06211","1.17754"
"2.17900","1.06349","1.17901"
"2.18200","1.06489","1.18042"
"2.18500","1.06631","1.18186"
"2.18800","1.06776","1.18335"
"2.19100","1.06923","1.18477"
"2.19400","1.07073","1.18608"
"2.19700","1.07226","1.18711"
"2.20100","1.07433","1.18819"
"2.20700","1.07748","1.18931"
"2.21100","1.07960","1.19033"
"2.21400","1.08118","1.19138"
"2.21700","1.08276","1.19259"
"2.22000","1.08433","1.19390"
"2.22300","1.08588","1.19532"
"2.22500","1.08692","1.19636"
"2.22700","1.08794","1.19753"
"2.22900","1.08897","1.19875"
"2.23100","1.08999","1.19997"
"2.23300","1.09102","1.20124"
